0.870 0.064 0.951 0.660   1.0
0.192 0.383 0.394 0.552   -1.0
0.603 0.891 0.920 0.909   1.0
0.692 0.034 0.168 0.896   -1.0
0.215 0.730 0.264 0.828   1.0
0.381 0.799 0.215 0.352   1.0*
0.522 0.222 0.016 0.473   -1.0
0.313 0.665 0.266 0.707   -1.0
0.317 0.310 0.108 0.237   -1.0
0.602 0.929 0.253 0.770   1.0
0.899 0.984 0.556 0.163   1.0
0.708 0.543 0.611 0.922   1.0
0.564 0.444 0.118 0.580   -1.0
0.001 0.893 0.581 0.267   -1.0
0.798 0.584 0.910 0.906   1.0
0.129 0.507 0.751 0.382   -1.0
0.577 0.281 0.261 0.132   -1.0
0.073 0.840 0.987 0.685   1.0
0.883 0.248 0.206 0.002   -1.0
0.123 0.003 0.721 0.704   -1.0
0.321 0.502 0.854 0.232   -1.0
0.676 0.361 0.915 0.427   1.0
0.192 0.004 0.024 0.454   -1.0
0.468 0.527 0.976 0.456   1.0
0.738 0.339 0.460 0.944   1.0
0.288 0.067 0.343 0.009   -1.0
0.613 0.331 0.273 0.468   -1.0
0.680 0.144 0.923 0.596   1.0
0.666 0.788 0.574 0.690   1.0
0.710 0.158 0.769 0.686   1.0
0.981 0.424 0.953 0.440   1.0
0.293 0.728 0.435 0.636   1.0
0.205 0.250 0.068 0.478   -1.0
0.630 0.159 0.861 0.553   1.0
0.432 0.219 0.542 0.007   -1.0
0.784 0.717 0.067 0.553   1.0
0.681 0.534 0.827 0.634   -1.0*
0.195 0.927 0.702 0.630   1.0
0.440 0.835 0.813 0.508   1.0
0.531 0.139 0.472 0.392   -1.0
0.226 0.824 0.911 0.769   1.0
0.820 0.553 0.548 0.887   1.0
0.950 0.568 0.640 0.777   1.0
0.614 0.972 0.129 0.316   1.0
0.692 0.756 0.437 0.505   1.0
0.750 0.035 0.403 0.222   -1.0
0.095 0.448 0.252 0.006   -1.0
0.082 0.826 0.770 0.630   1.0
0.876 0.580 0.281 0.515   1.0
0.483 0.129 0.330 0.612   -1.0
0.931 0.303 0.201 0.368   -1.0
0.465 0.118 0.843 0.868   1.0
0.271 0.962 0.787 0.522   -1.0*
0.004 0.604 0.794 0.774   1.0
0.507 0.649 0.815 0.788   1.0
0.172 0.271 0.293 0.502   -1.0
0.738 0.433 0.186 0.938   1.0
0.994 0.403 0.918 0.837   1.0
0.258 0.108 0.233 0.045   -1.0
0.201 0.049 0.234 0.994   -1.0
0.469 0.501 0.472 0.283   -1.0
0.636 0.455 0.559 0.929   -1.0*
0.442 0.667 0.390 0.628   1.0
0.190 0.622 0.008 0.109   -1.0
0.278 0.367 0.567 0.511   -1.0
0.197 0.711 0.461 0.432   -1.0
0.284 0.900 0.206 0.756   1.0
0.495 0.392 0.639 0.054   -1.0
0.596 0.496 0.987 0.985   1.0
0.592 0.176 0.747 0.600   1.0
0.206 0.878 0.651 0.773   1.0
0.063 0.971 0.100 0.525   -1.0
0.806 0.809 0.303 0.012   -1.0
0.486 0.507 0.956 0.125   1.0
0.277 0.721 0.057 0.265   -1.0
0.182 0.857 0.882 0.928   1.0
0.167 0.134 0.334 0.819   -1.0
0.723 0.882 0.878 0.823   1.0
0.281 0.629 0.215 0.584   -1.0
0.780 0.070 0.148 0.736   -1.0
0.709 0.013 0.916 0.767   1.0
0.623 0.948 0.135 0.505   1.0
0.591 0.672 0.011 0.926   1.0
0.918 0.649 0.373 0.797   1.0
0.779 0.077 0.102 0.994   -1.0
0.743 0.774 0.731 0.891   1.0
0.927 0.601 0.523 0.843   1.0
0.801 0.466 0.316 0.936   -1.0*
0.192 0.527 0.643 0.203   -1.0
0.133 0.121 0.102 0.506   -1.0
0.574 0.285 0.995 0.676   1.0
0.656 0.419 0.054 0.388   -1.0
0.564 0.314 0.911 0.087   -1.0
0.278 0.887 0.623 0.594   1.0
0.594 0.786 0.350 0.237   1.0*
0.802 0.370 0.111 0.904   1.0
0.029 0.478 0.161 0.024   -1.0
0.441 0.680 0.572 0.495   1.0
0.882 0.058 0.382 0.793   1.0
0.540 0.072 0.032 0.163   -1.0
0.855 0.756 0.452 0.205   -1.0*
0.442 0.007 0.363 0.552   -1.0
0.239 0.581 0.389 0.400   -1.0
0.543 0.841 0.285 0.115   -1.0
0.353 0.997 0.393 0.735   1.0
0.538 0.275 0.862 0.570   1.0
0.527 0.425 0.193 0.980   1.0
0.186 0.421 0.638 0.549   1.0*
0.549 0.788 0.555 0.939   1.0
0.160 0.481 0.028 0.445   -1.0
0.364 0.798 0.593 0.757   1.0
0.383 0.295 0.808 0.245   -1.0
0.245 0.773 0.291 0.438   -1.0
0.921 0.625 0.174 0.559   1.0
0.147 0.108 0.961 0.702   -1.0
0.149 0.862 0.528 0.178   -1.0
0.124 0.541 0.104 0.717   -1.0
0.637 0.100 0.594 0.444   -1.0
0.459 0.689 0.118 0.749   1.0
0.871 0.670 0.752 0.044   1.0
0.926 0.192 0.337 0.887   1.0
0.383 0.036 0.756 0.911   1.0
0.062 0.035 0.755 0.166   -1.0
0.053 0.803 0.852 0.647   1.0
0.198 0.106 0.937 0.316   -1.0
0.064 0.187 0.525 0.816   -1.0
0.755 0.742 0.423 0.091   1.0
0.317 0.475 0.665 0.072   -1.0
0.879 0.134 0.421 0.633   1.0
0.173 0.687 0.104 0.025   -1.0
0.352 0.223 0.439 0.288   -1.0
0.294 0.353 0.725 0.820   1.0
0.956 0.574 0.911 0.378   1.0
0.540 0.695 0.141 0.205   -1.0
0.527 0.084 0.902 0.947   1.0
0.202 0.120 0.404 0.306   -1.0
0.737 0.658 0.367 0.177   -1.0
0.906 0.471 0.299 0.631   1.0
0.468 0.587 0.866 0.380   -1.0*
0.532 0.920 0.660 0.672   1.0
0.427 0.199 0.208 0.329   -1.0
0.925 0.531 0.267 0.329   1.0
0.411 0.066 0.494 0.779   -1.0
0.441 0.685 0.714 0.740   1.0
0.005 0.208 0.902 0.871   -1.0
0.867 0.402 0.507 0.527   1.0
0.632 0.954 0.274 0.840   1.0
0.420 0.765 0.814 0.687   1.0
0.651 0.098 0.161 0.145   -1.0
0.404 0.586 0.561 0.118   -1.0
0.877 0.124 0.533 0.779   -1.0*
0.121 0.646 0.397 0.628   -1.0
0.472 0.259 0.127 0.746   -1.0
0.411 0.166 0.865 0.225   -1.0
0.960 0.876 0.951 0.121   1.0
0.828 0.525 0.607 0.389   1.0
0.933 0.266 0.767 0.466   1.0
0.762 0.587 0.690 0.159   1.0
0.863 0.631 0.474 0.991   1.0
0.573 0.401 0.542 0.438   -1.0
0.395 0.398 0.502 0.345   -1.0
0.523 0.173 0.043 0.130   -1.0
0.686 0.063 0.827 0.453   1.0
0.872 0.214 0.116 0.562   -1.0
0.330 0.425 0.003 0.804   -1.0
0.380 0.377 0.817 0.922   1.0
0.443 0.316 0.213 0.945   -1.0
0.731 0.468 0.834 0.774   1.0
0.396 0.460 0.661 0.223   -1.0
0.190 0.095 0.127 0.306   -1.0
0.500 0.637 0.082 0.503   -1.0
0.498 0.883 0.818 0.315   1.0
0.634 0.758 0.120 0.846   1.0
0.782 0.577 0.170 0.616   1.0
0.768 0.012 0.811 0.429   1.0
0.723 0.620 0.330 0.850   1.0
0.987 0.350 0.563 0.068   -1.0
0.004 0.566 0.736 0.822   1.0
0.540 0.456 0.638 0.661   1.0
0.340 0.442 0.880 0.511   1.0
0.231 0.279 0.070 0.042   -1.0
0.305 0.765 0.328 0.635   1.0
0.254 0.621 0.965 0.818   1.0
0.818 0.822 0.256 0.554   1.0
0.136 0.094 0.100 0.774   -1.0
0.402 0.114 0.197 0.281   -1.0
0.256 0.512 0.904 0.326   -1.0
0.612 0.631 0.319 0.941   1.0
0.934 0.195 0.887 0.899   1.0
0.576 0.717 0.834 0.832   1.0
0.478 0.968 0.365 0.578   1.0
0.120 0.980 0.856 0.317   1.0
0.481 0.573 0.773 0.386   1.0
0.327 0.998 0.529 0.646   1.0
0.794 0.580 0.134 0.681   1.0
0.146 0.257 0.196 0.980   -1.0
0.466 0.458 0.057 0.831   -1.0
0.799 0.951 0.016 0.655   1.0
0.277 0.137 0.841 0.050   -1.0
0.739 0.377 0.520 0.267   -1.0
0.459 0.061 0.603 0.593   -1.0
0.081 0.739 0.999 0.277   1.0
0.088 0.743 0.177 0.145   -1.0
0.213 0.944 0.526 0.229   -1.0
0.794 0.506 0.737 0.635   1.0
0.259 0.373 0.933 0.779   1.0
0.955 0.238 0.702 0.558   1.0
0.444 0.639 0.570 0.443   1.0
0.289 0.531 0.660 0.466   -1.0
0.234 0.679 0.621 0.760   1.0
0.221 0.554 0.413 0.957   1.0
0.969 0.216 0.562 0.902   -1.0*
0.203 0.857 0.234 0.905   1.0
0.065 0.349 0.054 0.634   -1.0
0.971 0.923 0.323 0.630   1.0
1.000 0.865 0.068 0.621   1.0
0.975 0.841 0.180 0.389   1.0
0.369 0.358 0.014 0.931   -1.0
0.010 0.134 0.117 0.244   -1.0
0.532 0.308 0.387 0.586   -1.0
0.179 0.557 0.865 0.502   1.0
0.254 0.502 0.052 0.322   -1.0
0.678 0.297 0.963 0.857   1.0
0.762 0.226 0.044 0.776   -1.0
0.304 0.786 0.291 0.420   -1.0
0.329 0.952 0.338 0.717   1.0
0.281 0.896 0.095 0.147   -1.0
0.282 0.401 0.900 0.335   -1.0
0.022 0.013 0.019 0.985   -1.0
0.705 0.747 0.096 0.749   1.0
0.253 0.053 0.309 0.544   -1.0
0.339 0.874 0.425 0.678   1.0
0.963 0.959 0.486 0.058   1.0
0.884 0.340 0.506 0.783   1.0
0.229 0.805 0.688 0.248   -1.0
0.558 0.953 0.538 0.654   1.0
0.061 0.907 0.755 0.370   1.0
0.228 0.710 0.325 0.653   -1.0
0.915 0.616 0.347 0.401   1.0
0.452 0.284 0.014 0.959   -1.0
0.689 0.188 0.873 0.377   1.0
0.663 0.935 0.389 0.201   1.0
0.092 0.262 0.495 0.847   -1.0
0.946 0.076 0.342 0.271   -1.0
0.730 0.185 0.345 0.076   -1.0
0.019 0.529 0.870 0.034   -1.0
0.938 0.723 0.675 0.810   1.0
0.111 0.474 0.035 0.500   -1.0
0.623 0.592 0.936 0.118   1.0
0.569 0.065 0.514 0.911   1.0
0.243 0.640 0.521 0.589   -1.0
0.107 0.608 0.245 0.977   -1.0
0.733 0.915 0.365 0.408   1.0
0.466 0.520 0.199 0.501   -1.0
0.874 0.124 0.611 0.810   1.0
0.050 0.379 0.307 0.565   -1.0
0.642 0.808 0.930 0.163   1.0
0.646 0.270 0.005 0.891   -1.0
0.647 0.624 0.162 0.012   -1.0
0.887 0.478 0.552 0.086   -1.0*
0.572 0.959 0.103 0.183   -1.0
0.345 0.234 0.148 0.652   -1.0
0.438 0.295 0.606 0.367   -1.0
0.003 0.013 0.728 0.008   -1.0
0.975 0.655 0.529 0.137   1.0
0.562 0.023 0.146 0.114   -1.0
0.125 0.686 0.069 0.228   -1.0
0.838 0.573 0.103 0.987   1.0
0.901 0.424 0.520 0.507   1.0
0.978 0.510 0.805 0.706   1.0
0.709 0.680 0.174 0.238   -1.0
0.841 0.800 0.840 0.987   1.0
0.950 0.112 0.599 0.018   -1.0
0.468 0.857 0.912 0.571   1.0
0.138 0.472 0.267 0.658   1.0*
0.059 0.635 0.490 0.863   1.0
0.008 0.572 0.021 0.182   -1.0
0.838 0.023 0.610 0.678   1.0
0.524 0.628 0.122 0.123   -1.0
0.462 0.591 0.503 0.374   -1.0
0.346 0.512 0.634 0.614   1.0
0.613 0.672 0.805 0.103   1.0
0.146 0.112 0.108 0.167   -1.0
0.918 0.006 0.317 0.528   -1.0
0.328 0.052 0.312 0.450   -1.0
0.959 0.912 0.766 0.462   1.0
0.928 0.808 0.798 0.562   1.0
0.968 0.176 0.094 0.773   1.0
0.630 0.919 0.391 0.738   1.0
0.684 0.656 0.092 0.002   -1.0
0.776 0.329 0.236 0.088   -1.0
0.411 0.047 0.691 0.177   -1.0
0.978 0.105 0.316 0.776   1.0
0.738 0.744 0.843 0.833   1.0
0.122 0.463 0.436 0.513   -1.0
0.523 0.197 0.857 0.615   1.0
0.042 0.391 0.528 0.278   -1.0
0.307 0.689 0.526 0.999   1.0
0.034 0.977 0.970 0.351   1.0
0.637 0.089 0.497 0.480   -1.0
0.014 0.602 0.385 0.450   -1.0
0.586 0.973 0.312 0.443   1.0
0.510 0.484 0.980 0.038   1.0
0.459 0.345 0.451 0.985   1.0
0.316 0.019 0.321 0.286   -1.0
0.073 0.924 0.460 0.570   1.0
0.382 0.583 0.006 0.766   -1.0
0.121 0.352 0.007 0.433   -1.0
0.595 0.943 0.279 0.574   -1.0*
0.040 0.033 0.326 0.491   -1.0
0.670 0.807 0.038 0.991   1.0
0.408 0.064 0.017 0.868   -1.0
0.420 0.249 0.218 0.427   -1.0
0.251 0.548 0.368 0.258   1.0*
0.162 0.853 0.924 0.441   1.0
0.905 0.481 0.460 0.231   -1.0*
0.479 0.901 0.779 0.517   1.0
0.872 0.925 0.957 0.888   1.0
0.591 0.309 0.042 0.809   -1.0
0.058 0.060 0.283 0.426   -1.0
0.264 0.588 0.170 0.188   -1.0
0.597 0.092 0.510 0.058   -1.0
0.482 0.537 0.225 0.261   -1.0
0.117 0.133 0.978 0.074   -1.0
0.771 0.665 0.331 0.813   1.0
0.066 0.871 0.533 0.350   -1.0
0.851 0.614 0.885 0.021   1.0
0.914 0.618 0.894 0.424   1.0
0.217 0.907 0.212 0.442   -1.0
0.266 0.559 0.301 0.244   -1.0
0.323 0.015 0.297 0.653   -1.0
0.770 0.720 0.699 0.303   1.0
0.996 0.154 0.683 0.881   1.0
0.485 0.795 0.793 0.378   1.0
0.468 0.596 0.126 0.681   -1.0
0.294 0.947 0.596 0.596   1.0
0.228 0.918 0.205 0.525   -1.0
0.033 0.295 0.291 0.731   -1.0
0.361 0.727 0.752 0.044   -1.0
0.927 0.528 0.402 0.719   1.0
0.622 0.188 0.502 0.748   1.0
0.540 0.042 0.815 0.136   -1.0
0.006 0.364 0.556 0.211   -1.0
0.128 0.243 0.185 0.419   1.0*
0.784 0.780 0.701 0.536   1.0
0.308 0.463 0.352 0.711   -1.0
0.258 0.332 0.370 0.761   -1.0
0.239 0.300 0.122 0.054   -1.0
0.760 0.060 0.800 0.316   -1.0
0.690 0.444 0.514 0.875   1.0
0.488 0.659 0.644 0.189   -1.0
0.467 0.497 0.657 0.819   1.0
0.839 0.078 0.540 0.209   -1.0
0.620 0.448 0.139 0.742   -1.0
0.575 0.502 0.562 0.375   1.0
0.833 0.065 0.262 0.347   -1.0
0.125 0.835 0.599 0.769   1.0
0.793 0.236 0.521 0.451   1.0
0.729 0.290 0.133 0.269   -1.0
0.971 0.889 0.948 0.110   1.0
0.450 0.685 0.133 0.013   -1.0
0.951 0.845 0.126 0.213   1.0
0.066 0.338 0.027 0.665   -1.0
0.051 0.458 0.343 0.572   -1.0
0.399 0.301 0.199 0.532   -1.0
0.699 0.503 0.459 0.647   1.0
0.090 0.097 0.299 0.223   -1.0
0.359 0.174 0.955 0.485   -1.0
0.147 0.551 0.725 0.174   -1.0
0.832 0.224 0.675 0.175   -1.0
0.584 0.574 0.097 0.783   1.0
0.667 0.482 0.609 0.126   -1.0
0.222 0.217 0.225 0.521   -1.0
0.335 0.880 0.614 0.290   1.0
0.000 0.437 0.916 0.725   1.0
0.133 0.557 0.835 0.807   1.0
0.631 0.391 0.305 0.728   1.0
0.411 0.395 0.655 0.020   -1.0
0.784 0.242 0.737 0.009   -1.0
0.177 0.344 0.643 0.791   -1.0
0.008 0.792 0.071 0.925   -1.0
0.681 0.057 0.073 0.516   -1.0
0.805 0.147 0.255 0.111   -1.0
0.429 0.522 0.270 0.084   -1.0
0.791 0.868 0.784 0.528   1.0
0.546 0.705 0.221 0.190   -1.0
0.855 0.198 0.288 0.925   1.0
0.805 0.607 0.180 0.878   1.0
0.044 0.683 0.270 0.299   -1.0
0.145 0.728 0.316 0.414   -1.0
0.857 0.205 0.681 0.641   1.0
0.558 0.187 0.438 0.779   -1.0
0.934 0.633 0.575 0.222   1.0
0.697 0.026 0.165 0.877   -1.0
0.288 0.921 0.588 0.558   1.0
0.381 0.702 0.948 0.697   1.0
0.761 0.554 0.321 0.441   1.0
0.054 0.999 0.382 0.492   -1.0
0.759 0.426 0.411 0.333   -1.0
0.970 0.030 0.674 0.135   -1.0
0.579 0.423 0.828 0.166   1.0*
0.048 0.547 0.683 0.996   1.0
0.800 0.757 0.799 0.121   1.0
0.993 0.175 0.197 0.375   -1.0
0.975 0.134 0.093 0.386   -1.0
0.741 0.356 0.497 0.415   1.0
0.404 0.994 0.914 0.232   1.0
0.895 0.280 0.707 0.578   1.0
0.952 0.377 0.033 0.751   1.0
0.232 0.744 0.674 0.429   1.0
0.341 0.404 0.253 0.434   -1.0
0.720 0.175 0.145 0.217   -1.0
0.636 0.621 0.584 0.550   1.0
0.744 0.445 0.132 0.451   -1.0
0.408 0.403 0.400 0.442   -1.0
0.899 0.673 0.898 0.573   1.0
0.017 0.914 0.505 0.270   -1.0
0.295 0.990 0.523 0.441   1.0
0.114 0.077 0.828 0.698   -1.0
0.680 0.442 0.073 0.813   1.0
0.095 0.221 0.297 0.496   -1.0
0.451 0.395 0.336 0.349   1.0*
0.437 0.366 0.881 0.943   1.0
0.229 0.238 0.627 0.753   -1.0
0.834 0.867 0.755 0.662   1.0
0.383 0.342 0.007 0.455   -1.0
0.901 0.551 0.375 0.198   1.0
0.038 0.649 0.442 0.373   1.0*
0.409 0.811 0.364 0.291   -1.0
0.000 0.520 0.992 0.627   1.0
0.670 0.461 0.139 0.426   -1.0
0.704 0.808 0.464 0.711   1.0
0.619 0.612 0.815 0.994   1.0
0.862 0.032 0.459 0.303   -1.0
0.457 0.713 0.216 0.821   1.0
0.970 0.821 0.523 0.961   1.0
0.796 0.631 0.909 0.936   1.0
0.031 0.640 0.865 0.495   1.0
0.129 0.114 0.963 0.944   1.0
0.772 0.806 0.139 0.231   -1.0
0.545 0.688 0.822 0.761   1.0
0.825 0.731 0.330 0.349   1.0
0.778 0.145 0.323 0.687   -1.0
0.380 0.718 0.720 0.246   1.0
0.071 0.375 0.326 0.033   -1.0
0.434 0.806 0.125 0.573   -1.0
0.234 0.118 0.725 0.056   -1.0
0.233 0.881 0.610 0.563   1.0
0.302 0.341 0.374 0.625   -1.0
0.455 0.006 0.745 0.175   -1.0
0.958 0.246 0.627 0.284   1.0
0.946 0.718 0.086 0.071   -1.0
0.122 0.306 0.409 0.847   -1.0
0.288 0.080 0.243 0.898   -1.0
0.472 0.200 0.984 0.847   1.0
0.012 0.302 0.831 0.757   -1.0
0.082 0.716 0.723 0.709   -1.0*
0.003 0.655 0.718 0.088   -1.0
0.009 0.211 0.032 0.418   -1.0
0.393 0.706 0.138 0.636   -1.0
0.781 0.108 0.804 0.765   -1.0*
0.629 0.777 0.256 0.460   1.0
0.733 0.542 0.250 0.456   -1.0
0.250 0.459 0.905 0.968   1.0
0.631 0.977 0.758 0.663   1.0
0.816 0.056 0.102 0.954   -1.0
0.706 0.735 0.799 0.510   1.0
0.754 0.139 0.277 0.010   -1.0
0.812 0.743 0.140 0.063   -1.0
0.391 0.313 0.658 0.296   -1.0
0.205 0.927 0.258 0.963   1.0
0.653 0.779 0.646 0.754   1.0
0.337 0.460 0.468 0.137   1.0*
0.968 0.890 0.109 0.245   1.0
0.708 0.057 0.642 0.848   1.0
0.841 0.239 0.433 0.499   1.0
0.714 0.704 0.462 0.971   1.0
0.051 0.624 0.447 0.697   -1.0
0.180 0.035 0.839 0.647   -1.0
0.809 0.615 0.061 0.918   1.0
0.961 0.626 0.918 0.604   1.0
0.038 0.445 0.713 0.471   -1.0
0.248 0.185 0.648 0.709   -1.0
0.315 0.761 0.780 0.762   1.0
0.158 0.941 0.493 0.997   1.0
0.664 0.806 0.204 0.725   1.0
0.065 0.687 0.351 0.982   1.0
0.825 0.020 0.736 0.539   1.0
0.679 0.787 0.676 0.327   1.0
0.832 0.643 0.257 0.612   1.0
0.715 0.770 0.346 0.208   1.0
0.935 0.872 0.573 0.139   1.0
0.297 0.203 0.284 0.648   -1.0
0.574 0.473 0.206 0.310   -1.0
0.697 0.989 0.799 0.373   1.0
0.295 0.205 0.959 0.552   1.0
0.364 0.267 0.586 0.710   -1.0
0.353 0.644 0.346 0.926   1.0
0.943 0.224 0.987 0.227   1.0
0.172 0.801 0.345 0.378   -1.0
0.357 0.076 0.100 0.156   -1.0
0.417 0.450 0.653 0.376   -1.0
0.470 0.740 0.269 0.056   -1.0
0.743 0.409 0.094 0.090   -1.0
0.877 0.033 0.560 0.864   1.0
0.431 0.036 0.061 0.776   -1.0
0.172 0.133 0.490 0.272   -1.0
0.939 0.689 0.739 0.592   1.0
0.741 0.062 0.805 0.010   -1.0
0.255 0.753 0.528 0.349   -1.0
0.864 0.226 0.875 0.423   1.0
0.135 0.855 0.126 0.196   -1.0
0.540 0.368 0.765 0.030   -1.0
0.054 0.969 0.329 0.793   1.0
0.394 0.534 0.624 0.200   -1.0
0.742 0.455 0.296 0.269   -1.0
0.139 0.133 0.030 0.014   -1.0
0.119 0.149 0.411 0.245   -1.0
0.042 0.786 0.713 0.807   1.0
0.353 0.860 0.785 0.682   1.0
0.347 0.076 0.187 0.971   -1.0
0.730 0.713 0.731 0.026   -1.0*
0.534 0.165 0.115 0.564   -1.0
0.671 0.683 0.329 0.082   -1.0
0.675 0.124 0.714 0.388   -1.0
0.530 0.741 0.791 0.316   1.0
0.444 0.663 0.499 0.631   1.0
0.775 0.361 0.346 0.506   -1.0
0.328 0.040 0.553 0.443   -1.0
0.732 0.114 0.287 0.062   -1.0
0.215 0.736 0.320 0.929   1.0
0.251 0.459 0.865 0.041   -1.0
0.288 0.485 0.437 0.787   -1.0
0.071 0.562 0.476 0.416   -1.0
0.864 0.744 0.108 0.416   1.0
0.712 0.148 0.301 0.998   1.0
0.496 0.213 0.946 0.816   1.0
0.071 0.067 0.602 0.936   -1.0
0.376 0.224 0.594 0.814   1.0
0.709 0.884 0.574 0.186   1.0
0.642 0.049 0.045 0.750   -1.0
0.232 0.461 0.614 0.532   -1.0
0.824 0.029 0.673 0.770   1.0
0.815 0.841 0.912 0.417   1.0
0.020 0.793 0.001 0.614   -1.0
0.012 0.323 0.491 0.585   -1.0
0.792 0.227 0.559 0.837   -1.0*
0.024 0.069 0.439 0.638   -1.0
0.898 0.462 0.630 0.571   1.0
0.475 0.386 0.074 0.387   -1.0
0.851 0.408 0.596 0.851   1.0
0.203 0.863 0.345 0.695   1.0
0.854 0.487 0.676 0.413   1.0
0.653 0.437 0.393 0.092   -1.0
0.994 0.990 0.537 0.624   1.0
0.770 0.100 0.947 0.843   1.0
0.750 0.694 0.895 0.346   1.0
0.916 0.549 0.409 0.261   1.0
0.858 0.115 0.731 0.534   1.0
0.055 0.187 0.965 0.448   -1.0
0.040 0.442 0.268 0.578   -1.0
0.829 0.347 0.165 0.776   1.0
0.652 0.526 0.885 0.547   1.0
0.431 0.463 0.422 0.840   1.0
0.665 0.697 0.840 0.396   1.0
0.368 0.451 0.418 0.334   -1.0
0.697 0.374 0.340 0.966   -1.0*
0.406 0.795 0.299 0.571   1.0
0.490 0.224 0.097 0.374   -1.0
0.969 0.805 0.234 0.391   1.0
0.958 0.056 0.342 0.798   1.0
0.573 0.167 0.903 0.992   1.0
0.801 0.689 0.874 0.141   1.0
0.826 0.547 0.449 0.125   -1.0
0.020 0.614 0.343 0.117   1.0*
0.113 0.086 0.794 0.347   -1.0
0.438 0.306 0.533 0.780   1.0
0.985 0.354 0.271 0.888   1.0
0.771 0.690 0.034 0.646   1.0
0.689 0.472 0.378 0.138   -1.0
0.497 0.158 0.210 0.840   -1.0
0.199 0.953 0.361 0.993   1.0
0.837 0.431 0.606 0.370   1.0
0.710 0.355 0.565 0.981   1.0
0.911 0.752 0.932 0.945   1.0
0.763 0.634 0.869 0.142   1.0
0.465 0.639 0.929 0.675   1.0
0.204 0.874 0.431 0.565   1.0
0.731 0.402 0.298 0.337   -1.0
0.509 0.046 0.126 0.075   -1.0
0.369 0.985 0.779 0.301   1.0
0.176 0.065 0.564 0.045   -1.0
0.336 0.510 0.845 0.265   -1.0
0.323 0.469 0.060 0.754   -1.0
0.927 0.486 0.435 0.225   1.0
0.207 0.734 0.869 0.333   1.0
0.896 0.702 0.794 0.674   1.0
0.724 0.850 0.068 0.288   -1.0
0.274 0.624 0.405 0.119   -1.0
0.590 0.442 0.358 0.650   1.0
0.391 0.577 0.682 0.827   1.0
0.504 0.033 0.536 0.373   -1.0
0.345 0.269 0.068 0.139   -1.0
0.071 0.863 0.794 0.139   -1.0
0.689 0.413 0.775 0.094   -1.0
0.664 0.685 0.974 0.022   1.0
0.171 0.413 0.912 0.853   1.0
0.713 0.357 0.273 0.250   -1.0
0.639 0.595 0.999 0.707   1.0
0.942 0.778 0.597 0.736   1.0
0.748 0.425 0.330 0.523   1.0
0.862 0.187 0.203 0.836   1.0
0.538 0.006 0.621 0.450   -1.0
0.861 0.163 0.216 0.134   -1.0
0.946 0.773 0.007 0.944   1.0
0.741 0.886 0.258 0.338   1.0
0.175 0.086 0.047 0.505   -1.0
0.565 0.366 0.796 0.768   1.0
