30 0.592 0.176 0.747 0.6
31 0.813 0.606 0.115 0.847
32 0.654 0.461 0.046 0.346
33 0.007 0.567 0.587 0.498
34 0.564 0.444 0.118 0.58
35 0.801 0.466 0.316 0.936
36 0.82 0.553 0.548 0.887
37 0.806 0.809 0.303 0.012
38 0.277 0.721 0.057 0.265
39 0.442 0.007 0.363 0.552
40 0.001 0.893 0.581 0.267
41 0.577 0.281 0.261 0.132
42 0.527 0.084 0.902 0.947
43 0.449 0.82 0.872 0.25
44 0.477 0.538 0.768 0.523
45 0.201 0.049 0.234 0.994
46 0.956 0.574 0.911 0.378
47 0.967 0.001 0.164 0.215
48 0.039 0.545 0.836 0.585
49 0.709 0.013 0.916 0.767
50 0.468 0.527 0.976 0.456
51 0.465 0.118 0.843 0.868
52 0.364 0.798 0.593 0.757
53 0.763 0.317 0.039 0.67
54 0.19 0.622 0.008 0.109
55 0.507 0.649 0.815 0.788
56 0.899 0.984 0.556 0.163
57 0.723 0.882 0.878 0.823
58 0.784 0.717 0.067 0.553
59 0.16 0.481 0.028 0.445
60 0.63 0.159 0.861 0.553
61 0.527 0.425 0.193 0.98
62 0.432 0.219 0.542 0.007
63 0.305 0.255 0.777 0.733
64 0.373 0.818 0.692 0.786
65 0.21 0.998 0.091 0.375
66 0.738 0.433 0.186 0.938
67 0.948 0.495 0.671 0.852
68 0.755 0.742 0.423 0.091
69 0.68 0.144 0.923 0.596
70 0.486 0.507 0.956 0.125
71 0.4 0.892 0.322 0.597
72 0.278 0.367 0.567 0.511
73 0.54 0.072 0.032 0.163
74 0.428 0.45 0.735 0.519
75 0.172 0.271 0.293 0.502
76 0.931 0.303 0.201 0.368
77 0.702 0.694 0.419 0.381
78 0.167 0.134 0.334 0.819
79 0.195 0.927 0.702 0.63
80 0.876 0.58 0.281 0.515
81 0.388 0.167 0.305 0.155
82 0.798 0.584 0.91 0.906
83 0.522 0.014 0.248 0.859
84 0.198 0.106 0.937 0.316
85 0.879 0.134 0.421 0.633
86 0.192 0.004 0.024 0.454
87 0.882 0.058 0.382 0.793
88 0.976 0.846 0.904 0.398
89 0.317 0.475 0.665 0.072
90 0.834 0.618 0.613 0.421
91 0.726 0.775 0.988 0.464
92 0.281 0.629 0.215 0.584
93 0.44 0.835 0.813 0.508
94 0.15 0.028 0.26 0.924
95 0.636 0.024 0.333 0.674
96 0.294 0.353 0.725 0.82
97 0.029 0.478 0.161 0.024
98 0.144 0.997 0.413 0.175
99 0.684 0.444 0.775 0.756
100 0.994 0.403 0.918 0.837
;

param y_test :=
1 1.0
2 1.0
3 -1.0
4 1.0
5 -1.0
6 1.0
7 -1.0
8 1.0
9 -1.0
10 1.0
11 -1.0
12 -1.0
13 -1.0
14 1.0
15 -1.0
16 -1.0
17 -1.0
18 1.0
19 -1.0
20 -1.0
21 1.0
22 -1.0
23 -1.0
24 1.0
25 -1.0
26 1.0
27 1.0
28 -1.0
29 -1.0
30 1.0
31 1.0
32 1.0
33 1.0
34 -1.0
35 1.0
36 1.0
37 -1.0
38 1.0
39 -1.0
40 1.0
41 -1.0
42 -1.0
43 -1.0
44 1.0
45 1.0
46 -1.0
47 1.0
48 1.0
49 1.0
50 -1.0
51 1.0
52 1.0
53 -1.0
54 -1.0
55 1.0
56 1.0
57 1.0
58 1.0
59 1.0
60 1.0
61 -1.0
62 -1.0
63 1.0
64 1.0
65 1.0
66 -1.0
67 1.0
68 -1.0
69 -1.0
70 -1.0
71 -1.0
72 -1.0
73 -1.0
74 1.0
75 1.0
76 -1.0
77 1.0
78 1.0
79 1.0
80 -1.0
81 -1.0
82 -1.0
83 1.0
84 -1.0
85 -1.0
86 1.0
87 -1.0
88 1.0
89 1.0
90 1.0
91 -1.0
92 -1.0
93 1.0
94 -1.0
95 -1.0
96 1.0
97 1.0
98 1.0
99 -1.0
100 -1.0
;

param A_test : 1 2 3 4 :=
1 0.237 0.466 0.474 0.932
2 0.924 0.435 0.801 0.344
3 0.78 0.07 0.148 0.736
4 0.591 0.672 0.011 0.926
5 0.095 0.448 0.252 0.006
6 0.623 0.948 0.135 0.505
7 0.787 0.084 0.197 0.261
8 0.971 0.063 0.972 0.153
9 0.483 0.129 0.33 0.612
10 0.918 0.649 0.373 0.797
11 0.543 0.841 0.285 0.115
12 0.327 0.372 0.032 0.51
13 0.202 0.12 0.404 0.306
14 0.574 0.285 0.995 0.676
15 0.313 0.665 0.266 0.707
16 0.469 0.501 0.472 0.283
17 0.192 0.383 0.394 0.552
18 0.033 0.547 0.686 0.905
19 0.855 0.756 0.452 0.205
20 0.089 0.481 0.273 0.077
21 0.974 0.707 0.337 0.239
22 0.75 0.035 0.403 0.222
23 0.564 0.314 0.911 0.087
24 0.278 0.887 0.623 0.594
25 0.016 0.562 0.428 0.852
26 0.924 0.219 0.248 0.884
27 0.383 0.036 0.756 0.911
28 0.779 0.077 0.102 0.994
29 0.883 0.248 0.206 0.002
30 0.688 0.4 0.191 0.949
31 0.538 0.275 0.862 0.57
32 0.986 0.287 0.703 0.721
33 0.293 0.728 0.435 0.636
34 0.656 0.419 0.054 0.388
35 0.757 0.971 0.596 0.099
36 0.182 0.857 0.882 0.928
37 0.626 0.155 0.034 0.125
38 0.95 0.568 0.64 0.777
39 0.2 0.098 0.265 0.903
40 0.206 0.878 0.651 0.773
41 0.637 0.1 0.594 0.444
42 0.149 0.862 0.528 0.178
43 0.062 0.035 0.755 0.166
44 0.195 0.956 0.491 0.791
45 0.073 0.84 0.987 0.685
46 0.758 0.013 0.265 0.031
47 0.803 0.553 0.53 0.417
48 0.082 0.826 0.77 0.63
49 0.666 0.788 0.574 0.69
50 0.321 0.502 0.854 0.232
51 0.921 0.625 0.174 0.559
52 0.459 0.689 0.118 0.749
53 0.613 0.331 0.273 0.468
54 0.675 0.806 0.307 0.98
55 0.199 0.589 0.546 0.729
56 0.338 0.869 0.307 0.603
57 0.549 0.788 0.555 0.939
58 0.596 0.496 0.987 0.985
59 0.755 0.554 0.96 0.088
60 0.602 0.929 0.253 0.77
61 0.245 0.773 0.291 0.438
62 0.063 0.971 0.1 0.525
63 0.353 0.997 0.393 0.735
64 0.926 0.192 0.337 0.887
65 0.87 0.064 0.951 0.66
66 0.071 0.432 0.487 0.372
67 0.692 0.756 0.437 0.505
68 0.357 0.824 0.602 0.043
69 0.54 0.695 0.141 0.205
70 0.722 0.097 0.36 0.669
71 0.528 0.668 0.301 0.199
72 0.288 0.067 0.343 0.009
73 0.063 0.427 0.072 0.054
74 0.911 0.644 0.79 0.233
75 0.441 0.68 0.572 0.495
76 0.173 0.687 0.104 0.025
77 0.284 0.9 0.206 0.756
78 0.119 0.703 0.342 0.895
79 0.594 0.786 0.35 0.237
80 0.352 0.223 0.439 0.288
81 0.378 0.023 0.615 0.587
82 0.864 0.119 0.946 0.112
83 0.927 0.601 0.523 0.843
84 0.495 0.392 0.639 0.054
85 0.192 0.527 0.643 0.203
86 0.226 0.824 0.911 0.769
87 0.681 0.534 0.827 0.634
88 0.004 0.604 0.794 0.774
89 0.738 0.339 0.46 0.944
90 0.708 0.543 0.611 0.922
91 0.258 0.108 0.233 0.045
92 0.737 0.658 0.367 0.177
93 0.842 0.272 0.679 0.654
94 0.064 0.187 0.525 0.816
95 0.317 0.31 0.108 0.237
96 0.614 0.972 0.129 0.316
97 0.686 0.405 0.812 0.993
98 0.71 0.158 0.769 0.686
99 0.124 0.541 0.104 0.717
100 0.531 0.139 0.472 0.392
;
